,degree,closeness,betweenness,eigenvector,pagerank
bigjoss,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
turey01,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
lisajean123,0.00018878610534264677,0.24054311793288224,0.00020683558696046468,0.002990844299354241,6.889294150689903e-05
resistnow47,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
featherbrainedfarm,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
csapidus,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
jessy67,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
dbeberman,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
winter1950,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
oldcaptain,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
mistery-therealone,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
aragen,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
leftylady,0.0002831791580139702,0.2131675318926315,0.00017171571762022303,0.00023006126614033182,9.858332870233216e-05
to8lerone,0.00018878610534264677,0.19046420481104598,4.5519121489823295e-06,3.339278581594229e-05,6.915247449213163e-05
kokaneejohn,0.0002831791580139702,0.22535151347556956,0.0008028143527551422,0.0006246552035079674,9.819890958245987e-05
iamboudicca,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
josephtw,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
dkcoon,0.00018878610534264677,0.22064857434444837,0.00014151195268626747,0.000385141559717405,6.97957501136226e-05
scottishshiba,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
geo54p,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
mwilk19,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
gmakp,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
mattyangles,0.00018878610534264677,0.24054311793288224,0.00020683558696046468,0.002990844299354241,6.889294150689903e-05
futuristic-hexagon,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
dunnman7,0.00018878610534264677,0.22469193408131669,0.00041230761245683806,0.0006063028784231437,7.07409350191679e-05
choppanz,0.00018878610534264677,0.2074651417828607,0.0,0.00016649946559484018,6.631878838112764e-05
wrathofgus,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
nutmegger1965,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
debbiewendt,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
phoenixjag,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
blinkndash,0.00018878610534264677,0.2074651417828607,0.0,0.00016649946559484018,6.631878838112764e-05
cinnamonalice,0.00018878610534264677,0.22469193408131669,0.00041230761245683806,0.0006063028784231437,7.07409350191679e-05
oghoneybadger,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
thecynnik,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
ramondemeijer,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
mooseman2,0.00018878610534264677,0.24054311793288224,0.00020683558696046468,0.002990844299354241,6.889294150689903e-05
goldiegolden,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
glynnyp,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
sciguy67,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
joeythebutcher,0.00018878610534264677,0.2202357441323826,0.00016677967471842052,0.0003357784048788445,6.928111963325703e-05
weedogwalker,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
moore-d,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
firemountaineer,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
escarietson,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
rocquito,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
kroxigor,0.00018878610534264677,0.2136274727269061,0.0,0.00017972440215807749,6.680985299654024e-05
sarahb1863,0.00018878610534264677,0.2230503621357588,0.0003816277336468945,0.0007478048512972099,7.219359574754158e-05
donmanley,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
bufyuadventures,0.0002831791580139702,0.219551115992788,0.00010888185213612345,0.00037814172813667094,9.472163739392185e-05
ggrandma3,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
potusidiot,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
wdlp,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
jamielm,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
scotpot,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
duwamishgirl,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
clodaghirish,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
robinwestgate,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
dayfud,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
tdryther,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
mkb30,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
persona-si-grata,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
esquyre,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
nwind,0.00018878610534264677,0.2136274727269061,0.0,0.00017972440215807749,6.680985299654024e-05
wart67,0.00018878610534264677,0.20697874335729916,0.0,0.00016365910561665968,7.20201976798946e-05
saltydon,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
nigelstead,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
smarternow,0.00018878610534264677,0.2074651417828607,0.0,0.00016649946559484018,6.631878838112764e-05
daveingeorgia,9.439305267132339e-05,0.18038481185084285,0.0,1.0674950456042276e-05,4.3260540358767316e-05
smdc8,0.00018878610534264677,0.18335064035998616,3.714694655314506e-06,1.2174553090535494e-05,7.045806471841698e-05
nancy-willauer,0.00018878610534264677,0.20697874335729916,0.0,0.00016365910561665968,7.20201976798946e-05
onetruepatriot,0.00018878610534264677,0.22712947280406492,0.0001752144665522498,0.0005120595959885075,6.894705371737705e-05
zackattack17,0.00018878610534264677,0.21916051221580918,8.003037865741665e-05,0.0003699325677239515,6.992031805745497e-05
rjw24,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
susanmills158,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
gpad57,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
tltkid70,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
9876-99,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
shaughmoor,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
trolph,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
kip211,9.439305267132339e-05,0.206974699619029,0.0,0.00015829030518212074,4.1517469044660766e-05
castronaut,0.00018878610534264677,0.18988385431603097,0.00023769786761577812,3.632572229848594e-05,7.23958901426497e-05
thorbenson,0.0009439305267132338,0.1885791591014276,0.002965132058133311,2.097799338674452e-05,0.0003662488568188882
richfoxexists,9.439305267132339e-05,0.1586616944481886,0.0,6.877345378073459e-07,4.5291264269038995e-05
aaronwoofter,9.439305267132339e-05,0.1586616944481886,0.0,6.877345378073459e-07,4.5291264269038995e-05
igor-kitty,9.439305267132339e-05,0.1586616944481886,0.0,6.877345378073459e-07,4.5291264269038995e-05
melissainkc,9.439305267132339e-05,0.1586616944481886,0.0,6.877345378073459e-07,4.5291264269038995e-05
beefwithchinnuts,0.0007551444213705871,0.18572931276297336,0.002735603281058575,1.2583037123552321e-05,0.00028552279383025643
ndrew,0.0002831791580139702,0.1836016706816173,9.440196356084206e-05,1.9313932399955987e-05,0.00011226564616789078
antwancrump,9.439305267132339e-05,0.1551234369051454,0.0,6.331682305931297e-07,4.6106440618712986e-05
gjmccarthy,9.439305267132339e-05,0.1586616944481886,0.0,6.877345378073459e-07,4.5291264269038995e-05
wattasecond,9.439305267132339e-05,0.1586616944481886,0.0,6.877345378073459e-07,4.5291264269038995e-05
lzeinner,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
jbpritzker,0.017179535586180857,0.2627284676239367,0.03829674806180439,0.008318038859919958,0.006533848090027545
jeffkaye,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
paroxiteen,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
luinoristoutshield,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
gorechimera,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
christinajackson,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
wonderworld2025,0.00018878610534264677,0.2161511466579613,0.0003860783345844154,0.00039699137602178513,7.61093772207042e-05
mymerehut,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
rickwhist,0.00037757221068529355,0.21894310455287577,0.0006581263547575564,0.0004001174884789533,0.00014569104946563706
davidhalber,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
michaeloe,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
ozmawelch,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
slightly-stoopid,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
bjdichter,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
medgu,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
drchellem,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
appa69,0.00018878610534264677,0.22731466580838966,0.001287666235154967,0.0007206859262816732,7.428614908669214e-05
pixiedust5954,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
gsbeer,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
normalcitizenvt,0.00018878610534264677,0.2352758283734565,0.0006690373339952167,0.0012174852829816344,7.41368571969468e-05
peoples-cornfield,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
trixienorton,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
samiraahmed,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
bearpondboy,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
notgoingred,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
nesf1000,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
deckard2000,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
drenglish,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
noticernoticing,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
polintowers,0.00018878610534264677,0.21093501115004779,7.10524706566514e-05,0.0002745600214014066,7.534428278091354e-05
melindamosheim,0.0002831791580139702,0.19876918458478743,0.00012539636145525692,5.7530986069399256e-05,0.00010591104398850206
gtmac,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
readingrambo365,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
markcandler,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
silviovannini,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
kalv3,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
intelsebastian,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
americangigaohm,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
tcishere,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
carmen-theresa,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
rastawolf,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
bigjob,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
akoltchak,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
nowiamtherain,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
uncookedapple,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
sephirahl,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
amosfamous,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
braxat,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
sizzlechest5,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
odonato77,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
owlofthenorth,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
maryconquest,0.0002831791580139702,0.2080804509653723,4.720098178042103e-05,0.0002825505950104992,0.00010711726363322134
barskin,0.0002831791580139702,0.2080804509653723,4.720098178042103e-05,0.0002825505950104992,0.00010711726363322134
holborne,0.00018878610534264677,0.17224615884887406,0.0,1.8539005777814506e-05,7.458642995822723e-05
barbala,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
bocooch,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
brunojnavarro,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
kt7268,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
cptdoomdc,0.00018878610534264677,0.21670826003354743,2.669894240783831e-05,0.00028942876848095015,7.462928159047119e-05
nancyspantsbelt,0.0002831791580139702,0.22097534520879397,0.000101274716987967,0.0005107305183004409,0.00010494659789683409
jenbaty,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
pedroluiscuenca,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
attil22,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
better-2be-kind,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
iamgoog,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
heavyweightlifting,0.00018878610534264677,0.21623497234298777,0.0002210064341394974,0.00042762957460868264,7.28427504795545e-05
tccschreiner,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
cjojogogo,0.00018878610534264677,0.21590005910045038,5.233772047605924e-06,0.0002945073429173988,7.469974534406107e-05
cobe1020,0.00018878610534264677,0.2352758283734565,0.0006690373339952167,0.0012174852829816344,7.41368571969468e-05
lauriegor,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
zirogas,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
kayrubenz,0.00018878610534264677,0.20912787713687866,0.0007145500255937467,0.0002743918289155157,7.433494339687083e-05
stevetimmer,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
jestagirl,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
sflboy,0.0002831791580139702,0.2109434112540321,0.0001654544342174935,0.0002748556153175709,0.00011518450751959571
arkayne242,9.439305267132339e-05,0.17420044396941545,0.0,9.017265082983906e-06,4.643845148732778e-05
skamazz40us,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
shawnst,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
anydoubts,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
jkcalto,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
dustinheron,0.0002831791580139702,0.2126199173122466,0.0010406207811427834,0.0002779640449656419,0.00010322175412796444
europeanbeaver,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
recalled-to-life,0.00018878610534264677,0.22289080580685883,0.0003892607466250429,0.0008621878991557395,7.573880981506582e-05
knoxens,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
scorpiono,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
m1ke77,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
maryannak,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
peaceeagle,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
jodilh,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
carlosocampo,0.00018878610534264677,0.2175538031871201,0.0004914416848709845,0.0003658137392004411,7.608771252192835e-05
shamrockurwrld,0.00018878610534264677,0.24738464412478983,0.0007677339686529272,0.023209087352307166,7.454344016112679e-05
brearson77,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
ltjohansen,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
meh30meh,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
michiganchris,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
seltsamerweise,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
staci-wms,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
krakenoid,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
zgur,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
peterbschmidt,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
thekbexperience,0.0004719652633566169,0.22855047138265053,0.003203057404618636,0.000764922538572528,0.0001802717515097735
cotol17,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
vwinsloe,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
madmode0900,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
cemck,0.0002831791580139702,0.20808453802639848,0.0001888039271216841,0.00027326111123840804,0.00013369635019296926
tazdemsil,9.439305267132339e-05,0.17224615884887406,0.0,8.964978345533118e-06,5.157954062258478e-05
ijustcant,9.439305267132339e-05,0.17224615884887406,0.0,8.964978345533118e-06,5.157954062258478e-05
potrekusm,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
acekatana,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
celestenovice,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
dadmang,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
fortyphobic,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
nopouting,0.0002831791580139702,0.24373073206644275,0.0010493796008828223,0.0032062558653590313,9.836598674504975e-05
cobramantis,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
blockn5,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
nadinejustice2,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
jamjam66,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
joewv,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
iamfayte,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
darthburkie,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
the-wawg-blog.org,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
weedmylips,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
aramakisec9,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
chudonew,0.0002831791580139702,0.2100150662120371,9.440196356084206e-05,0.00028675654982454954,0.00011278333250998016
mrc-qpp62,0.00037757221068529355,0.22164570998179803,0.0002759220043777864,0.00041991590187970084,0.00013449846652380617
spacemonkeygleek,9.439305267132339e-05,0.1735668528925078,0.0,9.407412268136318e-06,4.595106117823478e-05
corruptillinois,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
middlemolly,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
vigilantgrandma,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
gailrebecca,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
frantzschoobert,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
baltimorecanary,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
jtorcellini,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
rethenx,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
shankhead,0.00037757221068529355,0.22603908850388324,0.0008938371846617385,0.0009669656470512648,0.00013469825708761898
bldgcommunity,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
erbhedgehog,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
suppervillain,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
marquells,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
notthatbiggie,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
tzipshmil,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
caeso-k,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
irvineghost20,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
maggiesidhe,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
porcupunk,0.00018878610534264677,0.21124204901198382,0.0013476464631586712,0.0002753478995781532,7.891336872956153e-05
kerrymwales,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
norcalbob,0.00018878610534264677,0.2161511466579613,0.0003860783345844154,0.00039699137602178513,7.61093772207042e-05
admiralbooth,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
ptwhyte,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
whalepsychiatrist,0.00018878610534264677,0.2117190934889484,3.206906620481623e-05,0.00027704975335584247,7.821622222930162e-05
brianstorms,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
crosscutanne,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
antilinguist,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
landcucumber,0.00037757221068529355,0.25172266311837665,0.0027199146559984694,0.023497746533767183,0.0001313970662006132
marcmorehouse,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
sundogvt,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
noahdahl,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
thesweetheartsquad,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
mutantgillmen,0.00018878610534264677,0.20807636406489374,9.440196356084206e-05,0.00027296691574652817,8.95141666149878e-05
donnykerabatsos,9.439305267132339e-05,0.17224055798526997,0.0,8.955326513843439e-06,5.1768591212815584e-05
marijocook,0.00018878610534264677,0.2120878460891674,0.0006494121038961949,0.0003011943219547275,7.878905029119698e-05
crtnt,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
mister-sterling,0.0002831791580139702,0.22095230149957246,0.0005610056940811751,0.00030274778708603927,0.00010183689777057135
grouchysmurf,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
ericleitzen,0.0002831791580139702,0.21070846095707865,0.00027708569019771825,0.0003373059923360914,0.00010273975277513043
infinitesquirrels,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
taxman86,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
bonjohnson,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
chrisneyland,0.00018878610534264677,0.2123854774362984,0.0002496219862164766,0.00027606197686357346,7.445111037192294e-05
freizeitgestaltung,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
dgranite,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
phoneranger,9.439305267132339e-05,0.20806819074554167,0.0,0.0002726733530406503,4.506268311218501e-05
considerate,0.00018878610534264677,0.2185456420835482,0.0008093028110114077,0.0004377060665204638,7.666264692000878e-05
ksivaraman,9.439305267132339e-05,0.17247049247049248,0.0,2.638822754954956e-05,4.8661526258647195e-05
